"","Age","Employment","Education","Marital","Occupation","Income","Gender","Deductions","Hours","RISK_Adjustment","TARGET_Adjusted"
"9727749",26,"Private","HSgrad","Absent","Service",81562.92,"Male",0,40,0,0
"9732546",32,"Private","HSgrad","Divorced","Service",202147.56,"Female",0,35,0,0
"9733745",55,"Private","Pre_HS","Widowed","Blue_Collar",148760.26,"Female",0,40,0,0
"9734297",50,"Private","HSgrad","Divorced","White_Collar",106739.42,"Female",0,35,0,0
"9742037",39,"Private","HSgrad","Absent","White_Collar",194625.75,"Female",0,40,0,1
"9747618",46,"Private","Pre_HS","Married","Service",82756.91,"Male",0,37,0,0
"9748834",40,"Private","College","Married","Blue_Collar",19608.66,"Male",0,45,0,0
"9750086",39,"Private","HSgrad","Absent","Blue_Collar",46967.93,"Male",2258,42,3570,1
"9761787",57,"Private","Bachelor","Married","White_Collar",37190,"Male",0,40,308,1
"9768182",39,"Private","College","Divorced","White_Collar",154519.19,"Female",0,40,0,0
"9768466",53,"SelfEmp_Other","Bachelor","Married","White_Collar",253732.98,"Female",0,50,0,0
"9773292",26,"Government","College","Married","Professional",62591.86,"Male",0,40,0,0
"9776005",45,"Private","College","Married","Service",33317.04,"Male",0,55,0,0
"9780096",41,"Private","Bachelor","Divorced","White_Collar",25002.3,"Male",0,50,904,1
"9795905",42,"Private","HSgrad","Absent","Blue_Collar",81695.14,"Male",0,40,0,0
"9805191",23,"Private","College","Absent","Service",88467.13,"Male",0,40,0,0
"9813952",32,"Private","Bachelor","Married","Service",30967.52,"Male",0,42,0,1
"9814872",62,"SelfEmp_Other","Pre_HS","Divorced","Other_Unknown",65917.57,"Female",0,40,0,0
"9815798",27,"Private","College","Absent","White_Collar",62471.07,"Male",0,45,0,0
"9818003",90,"SelfEmp_Other","HSgrad","Widowed","Other_Unknown",116992.86,"Male",0,4,0,0
"9824671",47,"Private","College","Married","Professional",53662.76,"Male",0,40,0,1
"9825375",31,"Private","Pre_HS","Divorced","Blue_Collar",48292.84,"Male",0,40,0,0
"9827618",54,"Private","Bachelor","Married","Service",42793.14,"Male",0,60,7688,1
"9829771",18,"Private","Pre_HS","Absent","Blue_Collar",65730.21,"Male",0,20,0,0
"9836455",47,"SelfEmp_Other","HSgrad","Married","White_Collar",30278.57,"Male",0,40,8516,1
"9839237",41,"Private","HSgrad","Married","Blue_Collar",60650.09,"Male",0,40,0,0
"9844152",17,"Private","Pre_HS","Absent","Service",80838.04,"Male",0,20,0,0
"9844729",21,"Private","College","Absent","Professional",2164.59,"Female",0,40,0,0
"9845835",31,"Private","College","Absent","Blue_Collar",77164.89,"Female",0,45,0,0
"9846403",27,"Private","Bachelor","Divorced","White_Collar",33513.96,"Male",0,52,0,0
"9849781",41,"Private","Pre_HS","Married","Service",43687.09,"Male",0,50,0,0
"9850835",35,"Private","College","Absent","Service",201566.09,"Male",0,48,0,0
"9856096",33,"Private","HSgrad","Married","Blue_Collar",17660.36,"Male",0,40,0,0
"9856234",31,"Private","Bachelor","Married","Service",27154.65,"Male",0,40,0,0
"9860725",21,"SelfEmp_Other","Pre_HS","Married","Other_Unknown",279593.02,"Female",0,56,0,0
"9862423",57,"Private","HSgrad","Married","Blue_Collar",35863.69,"Male",0,40,0,0
"9863050",45,"Private","Bachelor","Widowed","Professional",187277.08,"Male",0,40,15020,1
"9864740",42,"Private","Bachelor","Married","Professional",246388.78,"Female",0,27,10693,1
"9868341",41,"Private","Bachelor","Married","Blue_Collar",44503.75,"Male",0,40,0,0
"9873853",48,"Private","Pre_HS","Absent","Service",54786.75,"Female",0,30,0,0
"9881739",39,"SelfEmp_Other","College","Divorced","Other_Unknown",65311.2,"Female",0,20,0,0
"9886834",33,"Private","College","Absent","White_Collar",96552.26,"Male",0,36,0,0
"9887683",56,"Private","HSgrad","Married","White_Collar",33984.18,"Male",0,55,2789,1
"9892739",40,"Private","College","Married","Blue_Collar",33064.02,"Male",0,40,0,0
"9894979",17,"Private","Pre_HS","Absent","Service",194739.29,"Female",0,25,0,0
"9904402",35,"Private","Bachelor","Absent","Service",44416.37,"Female",0,40,0,0
"9907631",44,"Private","HSgrad","Married","Blue_Collar",25314.83,"Male",0,40,0,0
"9907787",56,"Private","Pre_HS","Married","Blue_Collar",304680.96,"Female",0,45,0,0
"9909491",46,"Private","Bachelor","Married","White_Collar",22808.31,"Male",0,55,15024,1
"9910993",48,"Private","Pre_HS","Absent","Other_Unknown",190482.6,"Female",0,35,0,0
"9913609",51,"Private","College","Absent","White_Collar",52618.68,"Female",0,40,0,0
"9915883",35,"Private","HSgrad","Divorced","Service",74662.5,"Female",0,35,0,0
"9915943",66,"SelfEmp_Other","Bachelor","Married","Other_Unknown",54820.12,"Male",0,6,0,0
"9918723",63,"Consultant","HSgrad","Married","Blue_Collar",33182.77,"Male",0,32,0,0
"9921727",22,"Private","College","Absent","Blue_Collar",91059.97,"Female",0,35,0,0
"9940396",24,"Private","Bachelor","Absent","Service",122563.95,"Female",0,40,0,0
"9941463",41,"Private","HSgrad","Unmarried","White_Collar",68259.98,"Male",0,40,0,0
"9942558",59,"SelfEmp_Other","College","Married","White_Collar",26932.42,"Male",1977,48,2594,1
"9943624",17,"Private","Pre_HS","Absent","Service",125552.47,"Male",0,10,0,0
"9951308",42,"Private","HSgrad","Married","Blue_Collar",42519.73,"Male",0,40,0,0
"9957280",62,"Private","HSgrad","Married","Blue_Collar",24080.59,"Male",0,40,0,0
"9964393",35,"Consultant","College","Married","Blue_Collar",57497.3,"Male",0,40,0,0
"9972967",32,"Private","Bachelor","Married","Service",30538.18,"Male",0,44,0,0
"9991103",34,"Private","College","Unmarried","Service",113425.67,"Male",0,45,0,0
"9996101",26,"Private","HSgrad","Absent","White_Collar",139984.58,"Female",0,35,0,0
